crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Manslaughter , 0 , 0 , 0 , 1 , 1 , 0
Rape , 0 , 0 , 0 , 1 , 1 , 0
Firearm , 0 , 0 , 1 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 1 , 1 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 1 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 1 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 1 , 0 , 3 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 2 , 0 , 7 , 7 , 7 , 0
Forcible Entry , 0 , 0 , 4 , 0 , 0 , 0
Unlawful Entry , 0 , 0 , 5 , 3 , 0 , 0
Larceny - Theft , 23 , 0 , 69 , 38 , 25 , 1
Autos , 0 , 0 , 2 , 0 , 0 , 0
Other Vehicle , 0 , 0 , 1 , 0 , 0 , 0
