crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 2 , 0 , 0 , 0
Firearm , 0 , 0 , 0 , 1 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 2 , 0 , 0 , 0
Gun , 0 , 0 , 1 , 1 , 1 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 5 , 5 , 0
Other Dangerous Weapon , 1 , 0 , 3 , 3 , 3 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 2 , 6 , 5 , 0
"Simple (Hands, Fists, Feet, etc.) ", 18 , 0 , 69 , 61 , 60 , 0
Forcible Entry , 4 , 0 , 7 , 1 , 0 , 0
Unlawful Entry , 2 , 0 , 7 , 4 , 0 , 0
Larceny - Theft , 13 , 0 , 53 , 44 , 8 , 0
Autos , 1 , 0 , 3 , 1 , 1 , 0
