crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 0 , 3 , 1 , 0
Gun , 0 , 0 , 0 , 1 , 1 , 0
Other Dangerous Weapon , 3 , 0 , 4 , 1 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 0 , 1 , 1 , 0
"Simple (Hands, Fists, Feet, etc.) ", 3 , 0 , 13 , 4 , 4 , 1
Forcible Entry , 0 , 0 , 2 , 2 , 1 , 0
Unlawful Entry , 0 , 0 , 1 , 1 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 4 , 1 , 0 , 0
Larceny - Theft , 4 , 0 , 19 , 11 , 2 , 0
Other Vehicle , 0 , 0 , 1 , 1 , 0 , 0
