crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 1 , 0 , 2 , 1 , 0 , 0
Firearm , 0 , 0 , 2 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 0 , 1 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 1 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 6 , 4 , 3 , 0
"Simple (Hands, Fists, Feet, etc.) ", 11 , 0 , 49 , 47 , 25 , 5
Forcible Entry , 3 , 0 , 10 , 7 , 1 , 0
Unlawful Entry , 2 , 0 , 13 , 8 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 5 , 5 , 2 , 0
Larceny - Theft , 13 , 0 , 68 , 33 , 3 , 2
Autos , 0 , 0 , 3 , 2 , 0 , 0
Other Vehicle , 0 , 0 , 1 , 2 , 0 , 0
